gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name
ENSG00000031003.10,1219.9025111724204,1.8082755721169868,0.11642967401904111,15.531054152236639,2.1383553956137506e-54,4.817172474738907e-53,FAM13B
ENSG00000031698.13,938.2394918330131,1.0639754431700241,0.12569022952661427,8.465060865727297,2.5601895575207263e-17,2.1321144690573858e-16,SARS
ENSG00000032389.12,1066.4677485232105,2.221499560451858,0.135360470845366,16.41173044521742,1.5764743147267757e-60,4.030577669394103e-59,EIPR1
ENSG00000033170.16,660.7496673737248,1.4289563827318912,0.14277154813892712,10.008691517034,1.3958645953356528e-23,1.4546045986687821e-22,FUT8
ENSG00000034510.6,2563.9437157774682,3.5035279781635302,0.12399516664624446,28.255359244437486,1.223120153377405e-175,1.1302158725915472e-173,TMSB10
ENSG00000034713.8,347.20496349363646,1.1875753310346504,0.18921561979027912,6.276307063607767,3.4670914060157664e-10,1.971159316458527e-9,GABARAPL2
ENSG00000035141.8,1569.1343848159727,2.0097559620982883,0.13297828576547366,15.113414573886011,1.3211261805896934e-51,2.848057035601349e-50,FAM136A
ENSG00000037241.7,273.5103747522973,2.2568942834057006,0.22484134856662055,10.037719030745727,1.0405237792416967e-23,1.0919117219319017e-22,RPL26L1
ENSG00000038532.16,897.0029311379633,1.5514513822050457,0.12955725171667323,11.975025416546277,4.802903986934899e-33,6.741403772378993e-32,CLEC16A
ENSG00000039650.12,427.2035430852256,2.0558507060224773,0.17161479688953174,11.979448994400094,4.553399684066826e-33,6.400198739027074e-32,PNKP
ENSG00000040633.13,280.47352457210087,1.496151267772714,0.20569732425671572,7.27355726759711,3.501422549618359e-13,2.387906371595081e-12,PHF23
ENSG00000041357.16,1224.4147808166103,1.304848406656409,0.12173085674569632,10.719126124137302,8.27817514289596e-27,9.606212620277603e-26,PSMA4
ENSG00000041988.15,152.7800166572999,1.8077293584694876,0.26840603780696204,6.735054744817659,1.6386822487715843e-11,1.0115568628035558e-10,THAP3
ENSG00000042317.17,247.85976662295818,1.9966996860321922,0.22324485754823542,8.943989608364328,3.753678643224839e-19,3.363705025426772e-18,SPATA7
ENSG00000042493.16,57.53642243644455,1.1924468861609583,0.4189790244540661,2.8460777665772854,0.004426138417477863,0.01122525693188223,CAPG
ENSG00000042753.11,618.9021600124663,3.287340456959436,0.19393993972037235,16.9503015299438,1.914692906348302e-64,5.263911012227899e-63,AP2S1
ENSG00000044524.11,5.206217349192813,5.111918663885689,1.9640980438791809,2.602679983219892,0.009249824935227292,0.02172515170124499,EPHA3
ENSG00000047056.16,522.6869713770801,2.100405209643035,0.1632608967192711,12.865329370661883,7.054058929692662e-38,1.1233588845535565e-36,WDR37
ENSG00000047365.12,91.48009286245116,1.1852386800187305,0.3443121119841546,3.4423380379754853,5.76709091585869e-4,0.0017429934880869504,ARAP2
ENSG00000047644.18,156.75479929040577,1.1142129802792684,0.26670121109450406,4.177757482640202,2.9439730819934263e-5,1.0814676086110576e-4,WWC3
ENSG00000048140.18,385.5860579986778,2.8118851355658885,0.18740442056539477,15.004369305070266,6.874124183131703e-51,1.4658433327548436e-49,TSPAN17
ENSG00000048162.20,285.47633002654777,1.0064116525362325,0.20061598445311665,5.016607501539479,5.259185469735187e-7,2.331972064253581e-6,NOP16
ENSG00000048544.6,444.83509014388216,1.189503775263151,0.1756769602392492,6.770971979724611,1.2792005021474492e-11,7.953890723529071e-11,MRPS10
ENSG00000048828.17,2715.1585115391854,2.128459968572192,0.0972583937936369,21.884588934178407,3.6427985972994117e-106,1.8579514004181788e-104,FAM120A
ENSG00000048991.16,1126.2169734570089,1.5800192416683914,0.11870186464157888,13.310820739331017,2.0026957710576656e-40,3.4164506375894846e-39,R3HDM1
ENSG00000049192.15,418.47110179050884,2.247154598828078,0.18685137647102076,12.026427855491846,2.5808746368560893e-33,3.653371430394064e-32,ADAMTS6
ENSG00000049541.11,484.45454466588507,2.0493410925920323,0.1667556857676311,12.289482563417511,1.0316424962125258e-34,1.5132946934888196e-33,RFC2
ENSG00000049656.14,2442.547836937193,2.760133795471892,0.11570886561921566,23.85412544407072,9.175832104155582e-126,5.820238079794788e-124,CLPTM1L
ENSG00000049759.18,3761.1389482625236,1.2827609506806523,0.09046892070087391,14.179023478371851,1.2355387964445957e-45,2.392677621394227e-44,NEDD4L
ENSG00000050393.11,1692.0600280271033,2.69447861509562,0.13726260071875304,19.630100267563236,8.554571265513156e-86,3.2297012499142295e-84,MCUR1
ENSG00000050748.17,1443.7793301510421,2.4073125083055547,0.12041881581825901,19.991165765479447,6.57418345447639e-89,2.579613085761057e-87,MAPK9
ENSG00000051128.19,404.2162186008931,2.910481797136214,0.2066656221214582,14.083047617013497,4.8281865780824084e-45,9.260158741909623e-44,HOMER3
ENSG00000051523.11,1093.7160546800249,1.1556699146239642,0.14989664298392663,7.7097784954923,1.2603629847680037e-14,9.243999853250677e-14,CYBA
ENSG00000051620.11,3481.104157682207,3.1971994112618525,0.1098559541196132,29.103560538745878,3.2361367492195706e-186,3.2403577971533355e-184,HEBP2
ENSG00000052749.13,1608.573131085893,1.8293227293218268,0.11237808571133975,16.27828697866167,1.4075416164285001e-59,3.5205002885758454e-58,RRP12
ENSG00000053371.12,469.5747569497052,1.6860706814162483,0.17691094488478912,9.530618258323583,1.563492802650815e-21,1.5227524729525943e-20,AKR7A2
ENSG00000054116.12,579.1857222138465,2.062995592388082,0.15191881414659575,13.57959252102489,5.292002432170333e-42,9.374985847144827e-41,TRAPPC3
ENSG00000054148.17,892.1676860915326,2.2315726419539557,0.13761494484983633,16.21606319276601,3.8829948956135214e-59,9.607684642956465e-58,PHPT1
ENSG00000054277.14,281.15750861790247,2.057349575888498,0.2120013045130944,9.70441941672781,2.887152970490733e-22,2.8812824261174015e-21,OPN3
ENSG00000054282.16,529.925938997076,1.9261709568963705,0.15758334821116862,12.223188419091189,2.3373427685985904e-34,3.3854719472217324e-33,SDCCAG8
ENSG00000054611.14,545.9807270693938,2.1159790365205278,0.15850501466185105,13.349603108991108,1.1908167924978696e-40,2.0430867593463446e-39,TBC1D22A
ENSG00000054967.13,168.2893796360247,1.1295915013243247,0.25444683553881803,4.4394008631795145,9.020965608215094e-6,3.5355241437930584e-5,RELT
ENSG00000055070.17,631.4324174408335,1.5181831838074487,0.14927271689281574,10.170533607273791,2.6843403689840303e-24,2.874337135443951e-23,SZRD1
ENSG00000055147.19,410.26147028831423,2.4954919047519732,0.1844966454020291,13.525947310934294,1.0991850949035787e-41,1.934656234939344e-40,FAM114A2
ENSG00000055211.14,702.5647374486894,1.7542399638629198,0.14085680644188894,12.454065999193576,1.32898202037633e-35,1.9994167189973337e-34,GINM1
ENSG00000055917.15,4652.9061461087895,1.728804497876059,0.10355349145232456,16.694796801438518,1.4300521876328458e-62,3.775514325003507e-61,PUM2
ENSG00000055950.16,459.92053013116885,1.8403449250053923,0.16784352714326956,10.964646396131155,5.652106119037165e-28,6.826075235895671e-27,MRPL43
ENSG00000056586.16,1522.0232829858771,1.2797435456860715,0.10703688801949639,11.956098214037864,6.033068711307961e-33,8.440375894759301e-32,RC3H2
ENSG00000057608.17,7909.706518386583,2.400890727699093,0.08819347731704946,27.22299653825936,3.470857314818861e-163,2.8945403105393284e-161,GDI2
ENSG00000057663.16,661.2626416365927,1.2589978579184682,0.19358119893069864,6.5037197045627595,7.835784020049199e-11,4.6390258607129325e-10,ATG5
ENSG00000057935.13,1215.2147581051365,1.5918371857306328,0.12266501087471705,12.97710874828392,1.6499205385391314e-38,2.668664019628474e-37,MTA3
ENSG00000060069.16,225.7667904953713,1.1240659113536997,0.25782346928142424,4.359827732077945,1.3016487359935674e-5,5.009005335078588e-5,CTDP1
ENSG00000060138.13,2523.821953103897,2.24612562584394,0.1014276105325733,22.145110330905414,1.1627610030731846e-108,6.085996795630782e-107,YBX3
ENSG00000060762.19,993.2789957605166,1.6824930393600601,0.14855245513054516,11.325918766414976,9.764959513652938e-30,1.250441073050707e-28,MPC1
ENSG00000061794.13,657.0062862167327,1.2473289246458654,0.1470064888816803,8.48485624093635,2.1598558702132888e-17,1.8057504858507583e-16,MRPS35
ENSG00000062582.14,941.4770355216772,3.0227087151583167,0.15018975174420107,20.12593189651521,4.37469490283916e-90,1.762772418520883e-88,MRPS24
ENSG00000063177.13,11918.312217814844,3.754049237661541,0.08431493109937975,44.52413337368139,0,0,RPL18
ENSG00000063180.9,9.020980348457773,4.28538237375063,1.3440752544382246,3.188350026979528,0.001430872131201901,0.004021700936183838,CA11
ENSG00000063241.8,821.4890280397898,2.9689473251138776,0.19347981118062668,15.344998049135791,3.825708883486787e-53,8.43430767766649e-52,ISOC2
ENSG00000063245.14,1629.4565123697741,2.40358631575067,0.1067139380786195,22.523639920212414,2.4352135926031985e-112,1.335308786610754e-110,EPN1
ENSG00000063854.13,739.4898104735071,1.9485245083707732,0.13936639763834827,13.98130784313689,2.0272802035788818e-44,3.819681687536069e-43,HAGH
ENSG00000064115.11,1727.0232892381518,1.083022543854584,0.10519955960689373,10.294934198409074,7.427033763332057e-25,8.133063783482021e-24,TM7SF3
ENSG00000064225.12,792.7716422753391,1.0989979837708614,0.1363562759043457,8.059753586566206,7.644839518225945e-16,5.951088152266422e-15,ST3GAL6
ENSG00000064490.14,206.20764241145983,1.2873578859046435,0.23821696123507352,5.404140323300797,6.511995144815833e-8,3.1208999942474984e-7,RFXANK
ENSG00000064652.11,322.49659000490215,1.7239233198272292,0.19698550279040014,8.75152381980895,2.1049090470936133e-18,1.8367494013679887e-17,SNX24
ENSG00000064666.15,954.4119710995533,1.5128180760648706,0.12525859707203033,12.077558837697344,1.3877893058747453e-33,1.9823007647225192e-32,CNN2
ENSG00000064886.14,20.042386112862314,1.890269844726291,0.7125615876754794,2.652781005067555,0.007983164694409479,0.019039908212054917,CHI3L2
ENSG00000064933.17,2404.132618330563,1.9507247959700562,0.10583706561498188,18.431395321053945,7.356109690188252e-76,2.4254908371646042e-74,PMS1
ENSG00000064961.19,433.1140391108584,2.121436176600401,0.17569844922410333,12.07430222616541,1.4438378881782787e-33,2.0574518102888855e-32,HMG20B
ENSG00000065029.15,359.6418307348835,2.0068380607583,0.19360019751371113,10.365888498725171,3.544489025519255e-25,3.915810219004464e-24,ZNF76
ENSG00000065054.14,380.00023863172845,2.7745940451143367,0.20306741770529868,13.663413247027954,1.6792436389902097e-42,3.014081253460904e-41,SLC9A3R2
ENSG00000065057.9,240.82296349350082,1.7545446713939308,0.2186671042729105,8.02381628104494,1.025095806269425e-15,7.920088604877501e-15,NTHL1
ENSG00000065268.10,287.658460011749,1.1428293154195217,0.20104806457156016,5.684358702258226,1.3130442871218333e-8,6.624744339760798e-8,WDR18
ENSG00000065427.14,2122.3202086393203,1.4792354614867627,0.1081093744506179,13.682767743350938,1.2869909968879477e-42,2.3183648288705337e-41,KARS
ENSG00000065518.8,322.9916102506435,1.2636737027058393,0.1959166446901995,6.450057904493365,1.1180742444639568e-10,6.559675642760417e-10,NDUFB4
ENSG00000065559.15,1793.3937873282887,2.452339239436141,0.10678700371104123,22.964772436840846,1.0490072393430059e-116,6.028066744470298e-115,MAP2K4
ENSG00000065717.15,53.02971140671147,2.21489826670187,0.4499185320953446,4.922887386715823,8.527653040825661e-7,3.7065825259767635e-6,TLE2
ENSG00000065809.13,425.96116741199137,1.2145040980460209,0.16925519614642992,7.175579395478656,7.200159749798967e-13,4.812806044858926e-12,FAM107B
ENSG00000065882.16,1686.9952010717,2.517693431519403,0.11572233702330006,21.756330681538852,6.017516644235152e-105,2.9926649636504353e-103,TBC1D1
ENSG00000065883.16,3236.032841688296,1.813239230687159,0.10223950654186013,17.735211094204182,2.2425250846370447e-70,6.830005952080211e-69,CDK13
ENSG00000065978.19,42776.490214506885,5.770540490497477,0.078427258511222,73.57825072607609,0,0,YBX1
ENSG00000065989.16,68.26956900427912,1.8668791619925225,0.39274112425110697,4.753459840887189,1.9996483807425527e-6,8.363715125880314e-6,PDE4A
ENSG00000066136.20,626.8344747911405,1.3112873926135744,0.1466615050662492,8.940910513779647,3.8597684160622287e-19,3.4546369688635893e-18,NFYC
ENSG00000066379.15,627.0172451575789,2.2819441784617505,0.15365036258137652,14.851537868992558,6.799083800550144e-50,1.4244770462188297e-48,ZNRD1
ENSG00000066455.13,739.3701410801486,1.6514900384679885,0.14238134847531395,11.599061647841632,4.166212068782206e-31,5.563435465087889e-30,GOLGA5
ENSG00000066697.14,870.443346345124,3.631633794428723,0.14871232622333028,24.420529801779036,1.0352302904326288e-131,6.782004303120892e-130,MSANTD3
ENSG00000066855.16,549.1638010214274,1.0357405666254618,0.15701793061836053,6.596320321803743,4.214877595521916e-11,2.535957000247802e-10,MTFR1
ENSG00000067066.17,1460.3702953534762,2.178314023580835,0.14236531980629202,15.300875427700626,7.543508642806024e-53,1.655755903643472e-51,SP100
ENSG00000067113.17,108.6117712912551,1.2893366096087977,0.3096895280263696,4.1633200122253164,3.136532871610627e-5,1.1481190566469075e-4,PLPP1
ENSG00000067208.14,1114.5417199106366,1.7990066070150383,0.11981771349613059,15.014529609373122,5.897877988007459e-51,1.2594619763406228e-49,EVI5
ENSG00000067365.14,820.2926332503314,1.5251207808510543,0.15693628572583712,9.71808892887521,2.52475382885077e-22,2.5229841415875568e-21,METTL22
ENSG00000067560.12,1525.0968897980154,1.3182400606769828,0.11149542737671524,11.823265686250778,2.9595186904096126e-32,4.064450920741898e-31,RHOA
ENSG00000067601.8,38.42474652239274,1.590188584824853,0.5281974138804365,3.0105951733887326,0.0026073622128206723,0.006946237523548507,PMS2P4
ENSG00000067606.17,618.7882091719084,1.6619431197088494,0.14788854891288158,11.237808011003404,2.659028029999812e-29,3.368964883206279e-28,PRKCZ
ENSG00000067646.12,1052.5258855957877,2.4381555900061813,0.14235696016039767,17.12705572849435,9.32562436821494e-66,2.6339610184904442e-64,ZFY
ENSG00000067829.19,191.07368344513077,1.7692895551220933,0.2438219009097256,7.256483312289358,3.9728371879512585e-13,2.6965035722074977e-12,IDH3G
ENSG00000067836.12,357.1885111963581,2.8697957698102656,0.19810661518750752,14.486117826474445,1.4829042486540273e-47,2.9617525217113356e-46,ROGDI
ENSG00000068001.14,1154.9567688446386,1.3868044398782726,0.14791201346593866,9.375874260528727,6.860482301687548e-21,6.535029577799029e-20,HYAL2
ENSG00000068079.7,254.89899082305232,1.2383505544098632,0.22534699649193574,5.495305345479405,3.900349526297157e-8,1.9052466057727294e-7,IFI35
ENSG00000068308.13,268.4252225741014,1.2541965164358142,0.20878484717438728,6.007124240143003,1.8884280991792727e-9,1.016315816310053e-8,OTUD5
ENSG00000068323.17,290.17838019740475,1.6100239972863128,0.20375748852299144,7.9016678550425015,2.751959319508828e-15,2.0769072363694178e-14,TFE3
